ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
224503_s_at	96.79285	A	0.432373
224504_s_at	882.8118	P	0.000732422
224505_s_at	117.2406	A	0.171387
224506_s_at	45.80634	A	0.533936
224507_s_at	70.17041	A	0.27417
224508_at	4.478485	A	0.969727
224509_s_at	332.7807	P	0.00585938
224510_s_at	143.6931	A	0.432373
224511_s_at	2830.477	P	0.00195313
224512_s_at	1622.476	P	0.000244141
224513_s_at	979.9523	P	0.0302734
224514_x_at	46.62066	A	0.149658
224515_at	11.82228	A	0.888428
224516_s_at	7008.946	P	0.000244141
224517_at	524.7207	P	0.0239258
224518_s_at	1103.926	P	0.000732422
224519_at	274.9396	A	0.111572
224520_s_at	65.4967	A	0.19458
224521_s_at	98.08407	A	0.067627
224522_s_at	306.8972	A	0.0952148
224523_s_at	1467.248	P	0.000732422
224524_s_at	3215.867	P	0.000244141
224525_s_at	80.28969	A	0.633789
224526_at	46.4768	A	0.4577637
224527_at	19.44602	A	0.696289
224528_s_at	11.13765	A	0.888428
224529_s_at	145.8518	A	0.533936
224530_s_at	75.21802	A	0.480469
224531_at	30.22684	A	0.696289
224532_at	24.94569	A	0.601074
224533_s_at	45.85366	A	0.1247559
224534_at	68.68401	P	0.0375977
224535_s_at	918.9167	P	0.00292969
224536_s_at	8.290249	A	0.989258
224537_at	36.00636	A	0.5
224538_s_at	68.48682	A	0.601074
224539_s_at	4.832799	A	0.981445
224540_at	31.52496	A	0.828613
224542_s_at	6.54096	A	0.981445
224543_at	99.95631	A	0.5
224545_at	43.4489	A	0.633789
224546_at	41.57823	A	0.398926
224547_at	114.4473	A	0.19458
224548_at	84.08793	A	0.2392578
224549_x_at	1217.46	P	0.000244141
224550_s_at	19.00169	A	0.8452148
224551_s_at	80.81777	A	0.303711
224552_s_at	11.7594	A	0.919434
224553_s_at	129.3362	P	0.0461426
224554_at	66.55132	A	0.696289
224555_x_at	103.3408	A	0.334473
224556_s_at	24.96415	A	0.696289
224557_x_at	21.52524	A	0.601074
224558_s_at	20908.08	P	0.000244141
224559_at	10797.94	P	0.000244141
224560_at	643.3251	P	0.00585938
224561_s_at	13196.11	P	0.000244141
224562_at	598.2191	P	0.00195313
224563_at	152.7205	A	0.129639
224564_s_at	3068.123	P	0.00292969
224565_at	23741.03	P	0.00195313
224566_at	7821.124	P	0.0012207
224567_x_at	45211.57	P	0.000244141
224568_x_at	5050.943	P	0.000244141
224569_s_at	5466.433	P	0.000244141
224570_s_at	1093.12	P	0.000244141
224571_at	537.8289	P	0.0012207
224572_s_at	755.5945	P	0.00805664
224573_at	8726.451	P	0.000244141
224574_at	1536.996	P	0.000732422
224575_at	5328.966	P	0.000244141
224576_at	4640.334	P	0.000244141
224577_at	1623.098	P	0.000244141
224578_at	1392.422	P	0.00415039
224579_at	3206.91	P	0.000244141
224580_at	306.852	P	0.0302734
224581_s_at	1988.719	P	0.000244141
224582_s_at	366.9143	P	0.00585938
224583_at	34.80067	A	0.567627
224584_at	15795.78	P	0.000244141
224585_x_at	48409.83	P	0.000244141
224586_x_at	54286.26	P	0.000244141
224587_at	23497.54	P	0.000244141
224588_at	318.1963	A	0.129639
224589_at	56.68647	A	0.567627
224590_at	9.204184	A	0.72583
224591_at	4708.6	P	0.0012207
224592_x_at	3929.689	P	0.000244141
224593_at	5170.188	P	0.000244141
224594_x_at	46983.34	P	0.000244141
224595_at	8406.997	P	0.000244141
224596_at	11336.92	P	0.000244141
224597_at	11635.99	P	0.000732422
224598_at	1360.79	P	0.0239258
224599_at	5739.996	P	0.000732422
224600_at	1710.723	P	0.000244141
224601_at	1471.559	P	0.000732422
224602_at	4932.388	P	0.000732422
224603_at	3310.64	P	0.000732422
224604_at	7360.296	P	0.000732422
224605_at	2628.092	P	0.000244141
224606_at	13095.55	P	0.000244141
224607_s_at	3762.476	P	0.000732422
224608_s_at	718.866	P	0.0012207
224609_at	120.1686	A	0.246094
224610_at	7734.865	P	0.000244141
224611_s_at	353.3456	A	0.111572
224612_s_at	272.577	A	0.0805664
224613_s_at	37.86753	A	0.366211
224614_at	300.0969	P	0.0461426
224615_x_at	1862.84	P	0.00585938
224616_at	2537.329	P	0.000244141
224617_at	5127.693	P	0.000244141
224618_at	1338.547	P	0.0185547
224619_at	12762.09	P	0.000244141
224620_at	76.77768	A	0.696289
224621_at	1133.868	P	0.0012207
224622_at	943.1122	P	0.00415039
224623_at	846.9034	P	0.0375977
224624_at	3192.593	P	0.00805664
224625_x_at	14864.14	P	0.000244141
224626_at	2267.397	P	0.00292969
224627_at	1150.787	P	0.000244141
224628_at	19706.03	P	0.000244141
224629_at	9010.345	P	0.00292969
224630_at	9860.916	P	0.0012207
224631_at	835.1989	P	0.0185547
224632_at	964.7258	P	0.0012207
224633_s_at	46.7518	A	0.533936
224634_at	911.121	P	0.00195313
224635_s_at	2006.365	P	0.000244141
224636_at	2293.955	P	0.000244141
224637_at	12041	P	0.000244141
224638_at	253.6277	P	0.00585938
224639_at	1251.784	P	0.000244141
224640_at	961.1837	P	0.0012207
224641_at	7059.042	P	0.000244141
224642_at	930.3829	P	0.00195313
224643_at	4734.865	P	0.000244141
224644_at	2970.079	P	0.000244141
224645_at	309.9378	P	0.0239258
224646_x_at	88.1285	A	0.246094
224647_at	1522.559	P	0.000732422
224648_at	5036.337	P	0.000244141
224649_x_at	695.0983	P	0.000244141
224650_at	3.051938	A	0.72583
224651_at	1112.052	P	0.000732422
224652_at	575.186	P	0.00415039
224653_at	499.3627	P	0.00195313
224654_at	5711.756	P	0.000244141
224655_at	15536.99	P	0.000244141
224656_s_at	5426.068	P	0.000244141
224657_at	180.6329	P	0.0141602
224658_x_at	607.5311	P	0.000244141
224659_at	62.20492	A	0.398926
224660_at	8798.589	P	0.000244141
224661_at	639.8982	A	0.171387
224662_at	3114.785	P	0.00585938
224663_s_at	2187.271	P	0.000732422
224664_at	12918.58	P	0.000244141
224665_at	3527.657	P	0.000732422
224666_at	596.5093	A	0.0805664
224667_x_at	2775.46	P	0.000732422
224668_at	290.193	A	0.171387
224669_at	418.749	P	0.00585938
224670_at	583.9542	P	0.0185547
224671_at	1125.621	P	0.0302734
224672_x_at	34.54324	A	0.432373
224673_at	550.2401	P	0.000732422
224674_at	218.1699	A	0.149658
224675_at	9238.276	P	0.000244141
224676_at	2584.304	P	0.000732422
224677_x_at	6048.949	P	0.00195313
224678_at	199.7876	A	0.19458
224679_at	3360.281	P	0.00195313
224680_at	4651.08	P	0.00195313
224681_at	513.8679	P	0.00415039
224682_at	2478.758	P	0.00195313
224683_at	2071.434	P	0.000244141
224684_at	701.2162	P	0.00585938
224685_at	612.0098	P	0.000244141
224686_x_at	790.3143	P	0.0461426
224687_at	1541.065	P	0.000244141
224688_at	1837.331	P	0.00195313
224689_at	1593.759	P	0.0302734
224690_at	1177.371	P	0.00585938
224691_at	5875.34	P	0.000244141
224692_at	3414.656	P	0.000244141
224693_at	212.1346	A	0.067627
224694_at	136.4531	P	0.0302734
224695_at	1368.292	P	0.000244141
224696_s_at	563.9307	P	0.0461426
224697_at	226.654	A	0.0952148
224698_at	595.8287	P	0.000244141
224699_s_at	665.1262	P	0.00585938
224700_at	13293.24	P	0.000244141
224701_at	1497.995	P	0.000244141
224702_at	6866.026	P	0.000244141
224703_at	1430.394	P	0.000244141
224704_at	1408.119	P	0.00805664
224705_s_at	1734.059	P	0.000732422
224706_at	1700.395	A	0.129639
224707_at	3000.42	P	0.000732422
224708_at	744.3527	P	0.000244141
224709_s_at	19236.09	P	0.000244141
224710_at	698.6249	P	0.0185547
224711_at	1052.521	P	0.000732422
224712_x_at	219.064	P	0.0185547
224713_at	1562.889	P	0.0141602
224714_at	2916.082	P	0.000244141
224715_at	392.3547	M	0.0561523
224716_at	1303.88	P	0.0141602
224717_s_at	4082.1	P	0.0012207
224718_at	451.2603	P	0.0239258
224719_s_at	3601.216	P	0.000244141
224720_at	1277.417	P	0.000244141
224721_at	866.1931	P	0.000244141
224722_at	663.4626	P	0.0012207
224723_x_at	652.5325	P	0.000244141
224724_at	15075.28	P	0.000244141
224725_at	926.3951	P	0.000732422
224726_at	793.8682	P	0.000244141
224727_at	974.8646	P	0.00195313
224728_at	701.5689	P	0.000732422
224729_s_at	2557.668	P	0.000732422
224730_at	468.1697	P	0.0185547
224731_at	10093.54	P	0.000244141
224732_at	1829.599	P	0.0141602
224733_at	302.2111	P	0.0239258
224734_at	730.9575	P	0.000732422
224735_at	1357.128	P	0.00292969
224736_at	3780.613	P	0.000244141
224737_x_at	1084.125	P	0.00195313
224738_x_at	4920.254	P	0.000244141
224739_at	1163.192	A	0.111572
224740_at	5510.295	P	0.000244141
224741_x_at	19659.86	P	0.000244141
224742_at	827.5952	P	0.0375977
224743_at	1282.529	P	0.0107422
224744_at	520.9156	P	0.0012207
224745_x_at	935.2948	P	0.0239258
224746_at	47.82339	A	0.828613
224747_at	5716.659	P	0.000244141
224748_at	1671.726	P	0.00805664
224749_at	440.8799	A	0.067627
224750_at	768.6672	A	0.19458
224751_at	830.4911	P	0.000244141
224752_at	1506.114	P	0.00292969
224753_at	235.4279	P	0.0185547
224754_at	1524.601	P	0.00195313
224755_at	1296.406	P	0.000244141
224756_s_at	1036.496	P	0.00195313
224758_at	147.0331	P	0.0375977
224759_s_at	2585.625	P	0.000244141
224760_at	1114.66	P	0.000244141
224761_at	5833.791	P	0.000244141
224762_at	91.23972	A	0.567627
224763_at	1392.799	P	0.000244141
224764_at	1818.649	P	0.000244141
224765_at	1032.031	P	0.000244141
224766_at	264.7733	P	0.00805664
224767_at	1978.2	P	0.0185547
224768_at	1612.828	P	0.000244141
224769_at	1910.514	P	0.0012207
224770_s_at	108.0612	A	0.533936
224771_at	875.5286	A	0.067627
224772_at	399.7935	P	0.00415039
224773_at	427.8882	P	0.0461426
224774_s_at	269.7269	A	0.171387
224775_at	192.0295	A	0.171387
224776_at	998.4498	P	0.0302734
224777_s_at	3539.116	P	0.000244141
224778_s_at	1457.069	P	0.000244141
224779_s_at	11064.58	P	0.000244141
224780_at	647.5428	P	0.000244141
224781_s_at	1684.45	P	0.00805664
224782_at	1736.022	P	0.000732422
224783_at	2907.053	P	0.000244141
224784_at	1204.477	P	0.000244141
224785_at	740.5914	P	0.000732422
224786_at	4025.508	P	0.000732422
224787_s_at	2571.434	P	0.000244141
224788_at	4636.563	P	0.000732422
224789_at	1983.852	P	0.000732422
224790_at	262.8393	A	0.149658
224791_at	2130.389	P	0.000732422
224792_at	75.12905	A	0.303711
224793_s_at	1583.119	P	0.000244141
224794_s_at	623.54	P	0.0141602
224795_x_at	53101.64	P	0.000244141
224796_at	1182.891	P	0.00292969
224797_at	6887.992	P	0.000244141
224798_s_at	262.6718	P	0.00805664
224799_at	1082.606	P	0.000244141
224800_at	2562.118	P	0.000244141
224801_at	508.183	P	0.000732422
224802_at	3299.502	P	0.000244141
224803_s_at	163.3799	A	0.27417
224804_s_at	1195.941	P	0.00805664
224805_s_at	66.61987	A	0.633789
224806_at	1319.54	P	0.0012207
224807_at	361.1145	A	0.067627
224808_s_at	256.3844	A	0.246094
224809_x_at	3765.895	P	0.000244141
224810_s_at	2869.287	P	0.000244141
224811_at	337.1032	P	0.0302734
224812_at	728.5192	P	0.000244141
224813_at	1203.675	P	0.00585938
224814_at	3747.597	P	0.000244141
224815_at	1171.561	P	0.000732422
224816_at	29.03448	A	0.533936
224817_at	424.3258	P	0.0302734
224818_at	1749.333	A	0.0952148
224819_at	1569.244	P	0.000244141
224820_at	5057.368	P	0.0012207
224821_at	1048.529	P	0.000244141
224822_at	580.102	P	0.00195313
224823_at	4999.402	P	0.000244141
224824_at	1216.783	P	0.00195313
224825_at	534.196	P	0.00292969
224826_at	1965.695	P	0.000244141
224827_at	399.3887	P	0.000244141
224828_at	5090.209	P	0.000244141
224829_at	5128.032	P	0.000244141
224830_at	1922.345	P	0.000244141
224831_at	5394.075	P	0.000244141
224832_at	516.1546	P	0.00585938
224833_at	817.0165	P	0.00292969
224834_at	817.5159	P	0.00585938
224835_at	603.328	P	0.0012207
224836_at	263.7929	A	0.0805664
224837_at	473.194	P	0.0239258
224838_at	282.9377	P	0.00195313
224839_s_at	43.90201	A	0.80542
224840_at	4151.682	P	0.000244141
224841_x_at	20221.13	P	0.000244141
224842_at	3329.924	P	0.000244141
224843_at	134.7636	A	0.067627
224844_at	1612.952	P	0.000244141
224845_s_at	1104.122	P	0.0239258
224846_at	424.7383	A	0.129639
224847_at	758.6295	P	0.00415039
224848_at	585.1642	M	0.0561523
224849_at	5914.553	P	0.000732422
224850_at	2747.277	P	0.000244141
224851_at	285.8181	P	0.00195313
224852_at	2327.788	P	0.0012207
224853_at	449.1789	P	0.0185547
224854_s_at	253.842	P	0.0302734
224855_at	757.972	P	0.00195313
224856_at	766.0526	P	0.00292969
224857_s_at	1801.246	P	0.00292969
224858_at	4962.617	P	0.0012207
224859_at	141.6091	A	0.149658
224860_at	345.7301	P	0.00415039
224861_at	23.79186	A	0.533936
224862_at	3.958489	A	0.80542
224863_at	58.47724	A	0.665527
224864_at	4355.206	P	0.000244141
224865_at	497.6582	P	0.0012207
224866_at	1202.515	P	0.000244141
224867_at	4299.409	P	0.000244141
224868_at	373.1579	P	0.000732422
224869_s_at	1341.49	P	0.0185547
224870_at	5642.286	P	0.0012207
224871_at	2154.361	P	0.0012207
224872_at	530.7742	P	0.00292969
224873_s_at	326.7639	P	0.000244141
224874_at	1961.258	P	0.000732422
224875_at	333.7324	P	0.000244141
224876_at	3527.245	P	0.000732422
224877_s_at	325.3546	P	0.0375977
224878_at	646.7946	P	0.000244141
224879_at	4119.086	P	0.000244141
224880_at	1696.052	P	0.000244141
224881_at	326.377	P	0.000732422
224882_at	523.4609	P	0.00195313
224883_at	957.9037	P	0.000732422
224884_at	527.251	P	0.0302734
224885_s_at	17082.19	P	0.000244141
224886_at	824.1743	P	0.000244141
224887_at	806.7256	P	0.0375977
224888_at	340.461	A	0.0805664
224889_at	2349.155	P	0.000244141
224890_s_at	1433.199	P	0.0107422
224891_at	10702.52	P	0.000244141
224892_at	8319.104	P	0.000244141
224893_at	2589.359	P	0.000244141
224894_at	42.64405	A	0.19458
224895_at	87.84255	A	0.129639
224896_s_at	505.507	P	0.000732422
224897_at	810.1453	P	0.000244141
224898_at	280.5894	P	0.000244141
224899_s_at	11346.09	P	0.000244141
224900_at	1140.068	P	0.00195313
224901_at	2286.015	P	0.00195313
224902_at	676.6618	P	0.0302734
224903_at	2431.099	P	0.000244141
224904_at	823.2094	P	0.00805664
224905_at	982.3208	P	0.000732422
224906_at	1549.455	P	0.00415039
224907_s_at	679.7993	P	0.00195313
224908_s_at	250.7712	P	0.0375977
224909_s_at	19.91486	A	0.904785
224910_at	164.7498	A	0.19458
224911_s_at	373.5151	P	0.0302734
224912_at	264.2289	P	0.0107422
224913_s_at	759.8071	P	0.0141602
224914_s_at	2200.012	P	0.000244141
224915_x_at	3228.664	P	0.000244141
224916_at	676.5462	P	0.00585938
224917_at	206.702	P	0.0461426
224918_x_at	3681.988	P	0.0012207
224919_at	1422.18	P	0.000244141
224920_x_at	89.06274	A	0.466064
224921_at	1192.745	P	0.00195313
224922_at	488.2522	P	0.00585938
224923_at	673.4672	M	0.0561523
224924_at	40.47023	A	0.601074
224925_at	20.40161	A	0.904785
224926_at	1064.846	P	0.000732422
224927_at	1975.411	P	0.0107422
224928_at	2632.948	P	0.000244141
224929_at	1031.731	P	0.0185547
224930_x_at	82437.66	P	0.000244141
224931_at	997.7001	A	0.111572
224932_at	2973.201	P	0.000244141
224933_s_at	858.4	P	0.0185547
224934_at	9466.702	P	0.000244141
224935_at	7570.339	P	0.000244141
224936_at	3096.983	P	0.000244141
224937_at	8.244346	A	0.567627
224938_at	693.4709	P	0.000244141
224939_at	983.4637	P	0.000244141
224940_s_at	19.30482	A	0.432373
224941_at	84.42728	A	0.149658
224942_at	22.72513	A	0.466064
224943_at	475.6853	P	0.000732422
224944_at	1452.614	P	0.0012207
224945_at	599.2279	P	0.000732422
224946_s_at	1390.206	P	0.00292969
224947_at	344.9384	A	0.171387
224948_at	10304.29	P	0.000244141
224949_at	4680.417	P	0.000732422
224950_at	8.465382	A	0.850342
224951_at	816.0552	P	0.00805664
224952_at	28.51322	A	0.601074
224953_at	3158.119	P	0.000244141
224954_at	427.7491	P	0.0461426
224955_at	75.26173	A	0.5
224956_at	689.848	A	0.067627
224957_at	4367.499	P	0.000244141
224958_at	708.1172	P	0.0012207
224959_at	1396.164	P	0.000244141
224960_at	12071.25	P	0.000244141
224961_at	5443.327	P	0.000244141
224962_at	623.8647	P	0.00805664
224963_at	560.5153	P	0.00415039
224964_s_at	478.6841	P	0.000244141
224965_at	72.60909	A	0.466064
224966_s_at	445.692	P	0.000732422
224967_at	7878.166	P	0.000732422
224968_at	433.1582	P	0.00292969
224969_at	462.5934	P	0.0141602
224970_at	271.1487	A	0.19458
224971_at	2555.456	P	0.000244141
224972_at	2147.385	P	0.000244141
224973_at	437.7256	P	0.000244141
224974_at	637.5673	P	0.000732422
224975_at	421.4206	P	0.0185547
224976_at	304.3619	P	0.0107422
224977_at	694.4907	P	0.00292969
224978_s_at	646.9133	P	0.000732422
224979_s_at	51.24751	A	0.850342
224980_at	264.1328	A	0.0952148
224981_at	1589.361	P	0.000244141
224982_at	414.1823	P	0.0375977
224983_at	7063.743	P	0.000244141
224984_at	876.5791	P	0.00585938
224985_at	2718.235	P	0.0012207
224986_s_at	1908.331	P	0.000732422
224987_at	447.0966	P	0.0141602
224988_at	2304.089	P	0.000244141
224989_at	327.6025	P	0.000244141
224990_at	728.5536	P	0.000244141
224991_at	415.6516	P	0.0141602
224992_s_at	518.197	P	0.0141602
224993_at	2164.416	P	0.00415039
224994_at	344.8263	P	0.000732422
224995_at	22.63355	A	0.696289
224996_at	1282.104	P	0.000244141
224997_x_at	51.08042	A	0.303711
224998_at	210.8253	A	0.366211
224999_at	14.51336	A	0.398926
225000_at	1608.772	P	0.000732422
225001_at	1577.874	P	0.00585938
225002_s_at	883.1141	P	0.000244141
225003_at	2691.1	P	0.000244141
225004_at	551.8649	P	0.0375977
225005_at	851.7125	P	0.00415039
225006_x_at	1553.533	P	0.000244141
225007_at	1196.693	P	0.000244141
225008_at	594.9339	P	0.000244141
225009_at	254.2303	P	0.0302734
225010_at	1317.853	P	0.00292969
225011_at	2486.333	P	0.000244141
225012_at	1000.71	P	0.0185547
225013_at	267.3248	M	0.0561523
225014_at	2234.527	P	0.000244141
225015_s_at	238.2632	A	0.27417
225016_at	17.43009	A	0.80542
225017_at	5084.913	P	0.000244141
225018_at	55.88226	A	0.19458
225019_at	578.756	P	0.00805664
225020_at	454.1812	A	0.149658
225021_at	577.7078	P	0.00195313
225022_at	1438.638	P	0.000244141
225023_at	568.1494	P	0.0302734
225024_at	361.47	P	0.00805664
225025_at	365.4186	P	0.0239258
225026_at	421.8727	P	0.0141602
225028_at	1399.033	P	0.000244141
225029_at	1585.894	P	0.000244141
225030_at	1908.065	P	0.00292969
225031_at	471.7307	P	0.000244141
225032_at	12747.95	P	0.000244141
225033_at	100.7131	A	0.398926
225034_at	173.6156	A	0.219482
225035_x_at	892.1279	P	0.00292969
225036_at	9620.765	P	0.000244141
225037_at	1442.226	P	0.00805664
225038_s_at	508.5957	P	0.000732422
225039_at	1206.365	P	0.00415039
225040_s_at	1226.89	P	0.000244141
225041_at	2075.931	P	0.000244141
225042_s_at	244.5863	A	0.0952148
225043_at	530.8088	P	0.0239258
225044_at	1638.287	P	0.0012207
225045_at	577.6476	P	0.000244141
225046_at	68.59589	A	0.19458
225047_at	204.3241	P	0.0302734
225048_at	826.3151	P	0.000244141
225049_at	2616.353	P	0.000244141
225050_at	1432.947	P	0.000732422
225051_at	1656.736	P	0.000244141
225052_at	2591.453	P	0.000244141
225053_at	7681.938	P	0.000244141
225054_x_at	33.22809	A	0.4912109
225055_at	371.6697	P	0.000244141
225056_at	4.691201	A	0.888428
225057_at	1579.643	P	0.000244141
225058_at	1403.346	P	0.00585938
225059_at	286.3842	P	0.0185547
225060_at	107.8096	P	0.0239258
225061_at	56.97119	A	0.533936
225062_at	104.8109	A	0.0952148
225063_at	856.5572	P	0.00805664
225064_at	770.4475	P	0.000244141
225065_x_at	4315.477	P	0.000732422
225066_at	167.6068	P	0.0141602
225067_at	1366.731	P	0.0012207
225068_at	1593.174	P	0.000244141
225069_at	1718.838	P	0.000244141
225070_at	1199.067	P	0.000244141
225071_at	2586.463	P	0.000244141
225072_at	32.89472	A	0.753906
225073_at	6578.373	P	0.000244141
225074_at	2498.56	P	0.000244141
225075_at	452.341	P	0.0461426
225076_s_at	977.7817	P	0.000244141
225077_at	887.361	P	0.000244141
225078_at	61.05968	A	0.219482
225079_at	66.50319	A	0.111572
225080_at	509.3049	P	0.0107422
225081_s_at	384.2545	P	0.0012207
225082_at	2139.834	P	0.000244141
225083_at	4921.771	P	0.000244141
225084_at	2469.912	P	0.000244141
225085_at	258.3328	A	0.0952148
225086_at	2482.157	P	0.000244141
225087_at	2319.9	P	0.000244141
225088_at	358.2105	P	0.0012207
225089_at	99.50283	A	0.246094
225090_at	4693.501	P	0.000244141
225091_at	1077.502	P	0.000732422
225092_at	1187.299	P	0.000244141
225093_at	2812.568	P	0.000244141
225094_at	203.4449	A	0.246094
225095_at	351.0944	P	0.00195313
225096_at	1194.336	P	0.0185547
225097_at	2558.446	P	0.00585938
225098_at	2089.767	P	0.000732422
225099_at	1510.272	P	0.000732422
225100_at	908.1713	P	0.00415039
225101_s_at	2059.113	P	0.000244141
225102_at	222.7049	A	0.111572
225103_at	1112.399	P	0.00415039
225104_at	355.8279	A	0.246094
225105_at	298.6035	P	0.0141602
225106_s_at	1177.952	P	0.000244141
225107_at	4259.297	P	0.000244141
225108_at	239.6245	A	0.0952148
225109_at	46.76889	A	0.334473
225110_at	2447.313	P	0.0012207
225111_s_at	585.612	P	0.0185547
225112_at	1638.07	P	0.000244141
225113_at	326.8185	P	0.0012207
225114_at	726.7949	P	0.000244141
225115_at	575.0162	P	0.000244141
225116_at	2096.716	P	0.00415039
225117_at	1563.049	P	0.00415039
225118_at	217.2536	A	0.334473
225119_at	860.5079	P	0.00585938
225120_at	647.8579	P	0.00805664
225121_at	1121.376	P	0.000244141
225122_at	26.28598	A	0.80542
225123_at	38.80398	A	0.149658
225124_at	366.5598	P	0.0461426
225125_at	3520.559	P	0.000244141
225126_at	827.2913	P	0.000244141
225127_at	618.0402	P	0.001953125
225128_at	1360.313	P	0.00585938
225129_at	33.31727	A	0.5
225130_at	347.405	P	0.0461426
225131_at	972.6965	P	0.00805664
225132_at	3161.973	P	0.000244141
225133_at	1318.087	P	0.000244141
225134_at	1085.672	P	0.00805664
225135_at	638.23	P	0.00292969
225136_at	4266.734	P	0.000732422
225137_at	552.9988	A	0.0805664
225138_at	1346.913	P	0.000244141
225139_at	1075.695	P	0.00292969
225140_at	213.2282	P	0.000732422
225141_at	1093.769	P	0.0141602
225142_at	170.9041	P	0.001220703
225143_at	858.9505	P	0.000732422
225144_at	1201.434	P	0.000244141
225145_at	400.4274	P	0.00195313
225146_at	920.3672	P	0.00292969
225147_at	64.11678	A	0.398926
225148_at	1881.174	P	0.000244141
225149_at	480.8152	P	0.0239258
225150_s_at	224.9413	P	0.0141602
225151_at	9.052142	A	0.991943
225152_at	3323.423	P	0.000244141
225153_at	3562.513	P	0.000244141
225154_at	654.9843	P	0.00292969
225155_at	32441.23	P	0.000244141
225156_at	1263.448	P	0.00292969
225157_at	1156.136	P	0.000244141
225158_at	1621.839	P	0.000244141
225159_s_at	2356.784	P	0.000244141
225160_x_at	2266.3	P	0.000244141
225161_at	1965.498	P	0.000244141
225162_at	52.89714	A	0.129639
225163_at	68.17518	A	0.466064
