ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
223726_at	74.90295	A	0.80542
223727_at	117.209	A	0.111572
223728_at	243.9415	A	0.129639
223729_at	263.486	P	0.000244141
223730_at	288.6341	P	0.0375977
223731_at	30.04048	A	0.696289
223732_at	115.6053	A	0.0952148
223733_s_at	21.86415	A	0.753906
223734_at	90.78194	A	0.19458
223735_at	98.71716	P	0.0012207
223736_at	52.08256	A	0.432373
223737_x_at	20.2283	A	0.696289
223738_s_at	502.9161	P	0.0141602
223739_at	180.3525	A	0.067627
223740_at	99.41117	A	0.334473
223741_s_at	122.9178	A	0.19458
223742_at	305.8362	P	0.0107422
223743_s_at	1047.599	P	0.000244141
223744_s_at	161.6687	A	0.111572
223745_at	66.72078	A	0.633789
223746_at	208.2755	P	0.000244141
223747_x_at	114.554	A	0.601074
223748_at	134.3009	A	0.398926
223749_at	49.19193	A	0.633789
223750_s_at	1521.383	P	0.000244141
223751_x_at	2336.366	P	0.000244141
223752_at	19.75576	A	0.633789
223753_s_at	142.0162	P	0.0461426
223754_at	1080.465	P	0.000732422
223755_at	118.6769	A	0.466064
223756_at	127.9816	A	0.149658
223757_at	24.74647	A	0.696289
223758_s_at	1794.578	P	0.000732422
223759_s_at	156.5676	M	0.0561523
223760_s_at	380.7051	P	0.000732422
223761_at	16.92981	A	0.828613
223762_at	8.222988	A	0.80542
223763_at	214.5939	A	0.0952148
223764_x_at	576.2563	P	0.000244141
223765_s_at	358.9051	P	0.00805664
223766_at	697.8031	P	0.00585938
223767_at	3.610398	A	0.850342
223768_at	12.03491	A	0.991943
223769_x_at	912.9813	P	0.00292969
223770_x_at	437.5883	A	0.27417
223771_at	62.94376	A	0.5
223772_s_at	84.30437	P	0.0107422
223773_s_at	2285.766	P	0.00195313
223774_at	692.0977	P	0.00195313
223775_at	4.665028	A	0.888428
223776_x_at	2788.2	P	0.000244141
223777_at	285.1045	P	0.00292969
223778_at	129.3343	A	0.366211
223779_at	1514.403	P	0.0012207
223780_s_at	437.8795	P	0.0141602
223781_x_at	284.5181	P	0.0141602
223782_s_at	52.20473	A	0.5
223783_s_at	58.04993	A	0.601074
223784_at	2.156568	A	0.3659668
223785_at	191.6031	P	0.000732422
223786_at	4.63415	A	0.994141
223787_s_at	282.8799	M	0.0561523
223788_at	88.09679	A	0.398926
223789_s_at	12.79922	A	0.780518
223790_at	83.27959	A	0.129639
223791_at	480.2403	P	0.0012207
223792_at	253.2503	P	0.00805664
223793_at	71.57066	A	0.466064
223794_at	15.42386	A	0.753906
223795_at	60.80316	A	0.633789
223796_at	78.55038	P	0.0107422
223797_at	294.991	P	0.0302734
223798_at	522.6855	P	0.000244141
223799_at	130.4971	P	0.0185547
223800_s_at	265.4129	P	0.00292969
223801_s_at	124.9437	A	0.398926
223802_s_at	497.7664	P	0.0375977
223803_s_at	646.8119	P	0.000732422
223804_s_at	1143.75	P	0.0012207
223805_at	128.1403	A	0.398926
223806_s_at	331.548	A	0.171387
223807_at	160.9637	A	0.0952148
223808_s_at	2597.579	P	0.000244141
223809_at	219.5821	P	0.0012207
223810_at	6.282907	A	0.850342
223811_s_at	67.19991	A	0.533936
223812_at	211.1246	A	0.366211
223813_at	129.0122	A	0.432373
223814_at	324.8242	P	0.0012207
223815_at	32.02863	A	0.567627
223816_at	150.4381	A	0.19458
223817_at	33.8032	A	0.5
223818_s_at	887.254	A	0.0952148
223819_x_at	615.6855	P	0.0461426
223820_at	82.37502	A	0.828613
223821_s_at	144.667	A	0.111572
223822_at	5.615382	A	0.780518
223823_at	118.3487	P	0.0185547
223824_at	814.9918	P	0.00195313
223825_at	260.8797	P	0.000244141
223826_s_at	340.7795	P	0.0185547
223827_at	113.5083	A	0.246094
223828_s_at	19.393	A	0.780518
223829_at	11.45319	A	0.533936
223830_s_at	48.12075	A	0.567627
223831_x_at	1290.514	A	0.0952148
223832_s_at	58.63462	A	0.5
223833_at	162.5502	A	0.171387
223834_at	515.6509	P	0.0461426
223835_x_at	64.173	P	0.0141602
223836_at	26.15016	A	0.665527
223837_at	21.91901	A	0.633789
223838_at	67.92339	P	0.00415039
223839_s_at	49.16434	A	0.334473
223840_s_at	31.65588	A	0.80542
223841_s_at	2.148303	A	0.99585
223842_s_at	82.78364	P	0.03686523
223843_at	8.866645	A	0.665527
223844_at	170.9457	A	0.171387
223845_at	3.473547	A	0.888428
223846_at	382.1549	P	0.0375977
223847_s_at	765.8078	P	0.0461426
223848_at	111.4315	A	0.334473
223849_s_at	483.4994	A	0.0952148
223850_at	18.23409	A	0.334473
223851_s_at	252.8228	A	0.0805664
223852_s_at	402.7704	A	0.0952148
223853_at	87.2981	A	0.129639
223854_at	166.5448	P	0.0302734
223855_s_at	5.343641	A	0.9746094
223856_at	157.6593	A	0.601074
223857_x_at	8675.571	P	0.000732422
223858_at	125.4015	A	0.246094
223859_at	3.907058	A	0.99585
223860_at	74.00035	A	0.149658
223861_at	3.944682	A	0.850342
223862_at	96.99973	A	0.466064
223863_at	9.86222	A	0.696289
223864_at	7.274433	A	0.665527
223865_at	24.16549	A	0.533936
223866_at	646.8267	P	0.0012207
223867_at	25.79716	A	0.466064
223868_s_at	116.9676	A	0.1657715
223869_at	21.7059	A	0.567627
223870_at	90.21724	A	0.601074
223871_x_at	366.837	P	0.0302734
223872_at	16.36212	A	0.780518
223873_s_at	2.036529	A	0.904785
223874_at	270.1955	P	0.0141602
223875_s_at	224.1689	A	0.19458
223876_at	112.7143	A	0.219482
223877_at	21.11525	A	0.601074
223878_at	45.674	A	0.5
223879_s_at	789.0838	P	0.000244141
223880_x_at	9514.639	P	0.000244141
223881_at	153.05	A	0.129639
223882_at	194.3851	P	0.000244141
223883_s_at	17.51509	A	0.828613
223884_at	330.0466	P	0.0461426
223885_at	5.681648	A	0.870361
223886_s_at	2001.957	P	0.000244141
223887_at	29.58312	A	0.665527
223888_s_at	588.7714	P	0.0239258
223889_at	124.9254	A	0.219482
223890_at	81.01534	A	0.0952148
223891_at	8.998295	A	0.932373
223892_s_at	23364.72	P	0.000244141
223893_at	512.8589	P	0.00415039
223894_s_at	816.6596	P	0.00195313
223895_s_at	22.16376	A	0.567627
223896_at	93.28964	A	0.149658
223897_at	85.90596	A	0.466064
223898_at	147.4705	P	0.0239258
223899_at	11.32288	A	0.932373
223900_s_at	73.62553	A	0.19458
223901_at	8.417601	A	0.80542
223902_at	5.148739	A	0.962402
223903_at	114.5847	A	0.303711
223904_at	109.9078	A	0.19458
223905_at	19.15235	A	0.850342
223906_s_at	9.529363	A	0.981445
223907_s_at	805.5072	P	0.000244141
223908_at	254.8094	P	0.000244141
223909_s_at	176.928	P	0.0375977
223910_at	215.1082	A	0.149658
223911_at	132.4309	A	0.398926
223912_s_at	134.4809	A	0.398926
223913_s_at	33.06451	A	0.601074
223915_at	100.6069	P	0.0239258
223916_s_at	147.6817	P	0.00195313
223917_s_at	622.1688	A	0.067627
223918_at	4.061032	A	0.870361
223919_at	132.6022	A	0.067627
223920_s_at	20.75723	A	0.696289
223921_s_at	1220.95	P	0.0012207
223922_x_at	276.8528	A	0.067627
223923_at	175.3933	A	0.19458
223924_at	93.81024	A	0.19458
223925_s_at	269.3524	P	0.0239258
223926_at	43.17486	A	0.466064
223927_at	112.794	A	0.09155273
223928_s_at	22.73271	A	0.466064
223929_s_at	14.92614	A	0.753906
223930_at	145.2444	P	0.0012207
223931_s_at	610.6901	P	0.0107422
223932_at	25.9698	A	0.850342
223933_at	66.94328	A	0.432373
223934_at	109.7233	A	0.366211
223935_at	57.00652	A	0.696289
223936_s_at	172.0252	A	0.0805664
223937_at	25.32912	A	0.601074
223938_at	127.8629	A	0.19458
223939_at	104.1461	P	0.0375977
223940_x_at	12183.29	P	0.000244141
223941_at	91.81447	P	0.03564453
223942_x_at	70.15276	A	0.366211
223943_s_at	199.1473	A	0.19458
223944_at	291.9094	A	0.398926
223945_x_at	355.5748	P	0.00805664
223946_at	137.2091	P	0.00805664
223947_s_at	327.7179	A	0.067627
223948_s_at	140.2196	A	0.149658
223949_at	125.7086	A	0.067627
223950_s_at	185.6866	A	0.219482
223951_at	18.17452	A	0.533936
223952_x_at	300.2058	A	0.0952148
223953_s_at	14.45834	A	0.72583
223954_x_at	580.4025	A	0.149658
223955_at	57.19948	A	0.753906
223956_at	30.20399	A	0.850342
223957_at	70.77628	A	0.696289
223958_s_at	101.2724	P	0.000732422
223959_at	73.67142	A	0.466064
223960_s_at	689.1121	P	0.0012207
223961_s_at	35.33896	A	0.533936
223962_at	38.69433	A	0.219482
223963_s_at	24.74981	A	0.601074
223964_x_at	704.9831	A	0.067627
223965_at	110.6762	P	0.00195313
223966_at	5.153616	A	0.780518
223967_at	91.2173	A	0.366211
223968_at	92.03403	A	0.27417
223969_s_at	25.94391	A	0.466064
223970_at	9.004304	A	0.962402
223971_at	169.308	A	0.149658
223973_at	12.41338	A	0.72583
223974_at	3.744622	A	0.696289
223975_at	22.50109	A	0.696289
223976_at	73.3879	A	0.366211
223977_s_at	22.40231	A	0.7470703
223978_s_at	2439.591	P	0.000244141
223979_x_at	73.1994	A	0.665527
223980_s_at	1734.578	P	0.00195313
223981_at	199.1812	A	0.171387
223982_s_at	2329.525	P	0.000732422
223983_s_at	1838.167	P	0.000244141
223984_s_at	209.6477	P	0.000732422
223985_at	66.71693	A	0.303711
223986_x_at	407.1768	A	0.067627
223987_at	17.34107	A	0.780518
223988_x_at	1412.548	P	0.000244141
223989_s_at	896.1519	M	0.0561523
223990_at	65.26492	A	0.533936
223991_s_at	1930.629	P	0.000244141
223992_x_at	15.85646	A	0.919434
223993_s_at	4349.4	P	0.000244141
223994_s_at	43.49186	A	0.601074
223995_at	324.9235	P	0.000732422
223996_s_at	559.793	P	0.0107422
223997_at	38.99456	A	0.303711
223998_at	10.85087	A	0.567627
223999_at	110.5381	M	0.0561523
224000_at	32.03521	A	0.567627
224001_at	122.9902	A	0.27417
224002_s_at	650.0595	P	0.0012207
224003_at	52.88216	A	0.5
224004_at	57.73119	A	0.0805664
224005_at	332.5923	A	0.219482
224006_at	49.26647	A	0.72583
224007_at	1.361287	A	0.665527
224008_s_at	10.69377	A	0.99707
224009_x_at	267.7463	M	0.0561523
224010_at	26.84558	A	0.72583
224011_at	28.73012	A	0.72583
224012_at	5.276353	A	0.6884766
224013_s_at	14.63203	A	0.5593262
224014_at	91.24544	A	0.0952148
224015_s_at	239.1494	P	0.0185547
224016_at	297.4516	P	0.01782227
224017_at	1.889871	A	0.7182617
224018_s_at	180.7208	A	0.303711
224019_at	25.92917	A	0.4575195
224020_at	83.41353	A	0.567627
224021_at	9.203094	A	0.5927734
224022_x_at	77.60968	P	0.00195313
224023_s_at	534.0925	M	0.0561523
224024_at	52.76193	M	0.0561523
224025_s_at	314.4219	A	0.19458
224026_at	29.34294	A	0.5
224027_at	22.01263	A	0.27417
224028_at	9.345971	A	0.850342
224029_x_at	55.24935	P	0.0461426
224030_s_at	39.03006	A	0.665527
224031_at	91.65989	A	0.533936
224032_x_at	14.38824	A	0.850342
224033_at	3.038289	A	0.904785
224034_at	53.05723	A	0.09155273
224035_s_at	163.1075	A	0.303711
224036_s_at	163.5266	P	0.000244141
224037_at	195.2715	P	0.00585938
224038_at	33.38271	A	0.466064
224039_at	19.58431	A	0.888428
224040_at	125.0795	P	0.0185547
224041_at	8.348158	A	0.753906
224042_at	53.23145	A	0.398926
224043_s_at	4.105076	A	0.904785
224044_at	42.74846	A	0.366211
224045_x_at	44.24488	A	0.432373
224046_s_at	525.1963	P	0.000244141
224047_at	14.19368	A	0.149658
224048_at	79.60976	A	0.129639
224049_at	174.6946	A	0.171387
224050_s_at	46.43421	A	0.219482
224051_at	247.3909	A	0.19458
224052_at	59.93412	A	0.19458
224053_s_at	127.9767	A	0.27417
224054_at	102.509	A	0.0952148
224055_x_at	72.0024	A	0.696289
224056_at	2.21044	A	0.953857
224057_s_at	563.0133	M	0.0561523
224058_s_at	103.8214	A	0.19458
224059_s_at	31.60572	A	0.780518
224060_s_at	951.8354	P	0.000244141
224061_at	89.34229	A	0.5
224062_x_at	22.11991	A	0.696289
224063_at	8.87642	A	0.72583
224064_s_at	183.1605	A	0.219482
224065_at	37.34032	A	0.3898926
224066_s_at	30.00874	A	0.828613
224067_at	31.71064	A	0.5
224068_x_at	2996.156	P	0.000244141
224069_x_at	83.95435	A	0.466064
224070_at	169.1444	A	0.149658
224071_at	47.58937	A	0.567627
224072_s_at	199.6439	A	0.171387
224073_at	9.076106	A	0.969727
224074_at	14.28038	A	0.3581543
224075_s_at	20.86364	A	0.633789
224076_s_at	1261.288	P	0.000732422
224077_at	8.144026	A	0.904785
224078_at	426.341	P	0.0302734
224079_at	319.8026	M	0.0561523
224080_at	34.08781	A	0.5
224081_at	36.65919	A	0.246094
224082_at	27.38272	A	0.432373
224083_s_at	3.820432	A	0.904785
224084_at	15.80842	A	0.432373
224085_at	14.47661	A	0.567627
224086_at	4.158171	A	0.98584
224087_at	14.31927	A	0.904785
224088_at	132.3814	A	0.19458
224089_at	39.82674	A	0.246094
224090_s_at	21.11152	A	0.850342
224091_at	92.32265	A	0.27417
224092_at	47.57701	A	0.567627
224093_at	5.347187	A	0.72583
224094_at	1.357497	A	0.753906
224095_at	7.041941	A	0.962402
224096_at	103.4992	A	0.171387
224097_s_at	319.6719	P	0.00195313
224098_at	79.75156	A	0.0805664
224099_at	79.92041	P	0.000244141
224100_s_at	156.2396	P	0.02856445
224101_x_at	45.09665	A	0.303711
224102_at	22.74021	A	0.665527
224103_at	96.07973	A	0.246094
224104_at	3.696136	A	0.98584
224105_x_at	15.43176	A	0.334473
224106_at	91.308	A	0.219482
224107_at	13.45441	A	0.753906
224108_at	4.529726	A	0.780518
224109_at	24.56375	A	0.753906
224110_at	49.61241	A	0.334473
224111_x_at	99.04301	A	0.870361
224112_at	44.61008	A	0.334473
224113_at	20.31153	A	0.943848
224114_at	6.711679	A	0.601074
224115_at	3.403358	A	0.80542
224116_at	30.97369	A	0.567627
224117_at	77.08105	A	0.567627
224118_at	49.9275	A	0.567627
224119_at	21.89007	A	0.80542
224120_at	58.73459	A	0.398926
224121_x_at	195.4973	A	0.398926
224122_at	71.18629	A	0.633789
224123_at	62.39264	A	0.246094
224124_at	87.76724	A	0.067627
224125_at	34.88556	A	0.753906
224126_at	10.06037	A	0.5
224127_at	86.58172	A	0.0952148
224128_at	119.5307	A	0.5
224129_s_at	2672.604	P	0.000244141
224130_s_at	539.3156	P	0.00415039
224131_at	3.89675	A	0.953857
224132_at	94.1665	A	0.432373
224133_at	31.42009	A	0.633789
224134_at	17.03375	A	0.780518
224135_at	234.1645	P	0.0461426
224136_at	28.5602	A	0.567627
224137_at	117.5549	A	0.149658
224138_at	30.16448	A	0.633789
224139_at	6.141261	A	0.953857
224140_at	154.6736	A	0.0805664
224141_at	75.21786	A	0.432373
224142_s_at	8.211904	A	0.904785
224143_at	64.26353	A	0.432373
224144_at	57.81488	A	0.567627
224145_s_at	145.3806	A	0.303711
224146_s_at	47.41125	A	0.27417
224147_at	8.31314	A	0.888428
224148_at	5.435819	A	0.72583
224149_x_at	204.3588	P	0.000732422
224150_s_at	770.8226	P	0.000244141
224151_s_at	5645.062	P	0.000244141
224152_s_at	65.17962	A	0.753906
224153_s_at	8.271791	A	0.932373
224154_at	33.87515	A	0.432373
224156_x_at	200.6575	A	0.398926
224157_at	38.18171	A	0.665527
224158_s_at	219.3987	A	0.27417
224159_x_at	588.9689	P	0.00195313
224160_s_at	942.3553	P	0.000244141
224162_s_at	527.8228	P	0.0461426
224163_s_at	273.9449	P	0.0239258
224164_at	150.2592	P	0.0239258
224165_s_at	7.842673	A	0.696289
224166_at	2.760459	A	0.8227539
224167_at	2.601012	A	0.753906
224168_at	56.30227	A	0.432373
224169_at	5.865427	A	0.932373
224170_s_at	9.417056	A	0.870361
224171_at	204.2834	P	0.0461426
224172_at	3.083624	A	0.870361
224173_s_at	194.7555	P	0.0239258
224174_at	23.25693	A	0.80542
224175_s_at	58.92186	A	0.432373
224176_s_at	35.60672	A	0.533936
224177_s_at	408.8878	P	0.00585938
224178_s_at	61.66228	A	0.19458
224179_s_at	57.81258	A	0.366211
224180_x_at	262.6404	A	0.171387
224181_at	95.76318	A	0.246094
224182_x_at	369.7857	A	0.129639
224183_at	68.37574	A	0.432373
224184_s_at	42.63493	A	0.904785
224185_at	663.5411	P	0.00805664
224186_s_at	613.2551	P	0.00805664
224187_x_at	59747.47	P	0.000244141
224188_s_at	7.433935	A	0.533936
224189_x_at	18.95978	A	0.5
224190_x_at	23.8428	A	0.533936
224191_x_at	132.9712	A	0.111572
224192_at	112.4322	A	0.171387
224193_s_at	82.85308	A	0.466064
224194_at	93.19771	A	0.398926
224195_at	57.64017	A	0.334473
224196_x_at	2467.287	A	0.067627
224197_s_at	148.7679	P	0.0461426
224198_at	36.96349	A	0.533936
224199_at	12.55867	A	0.3911133
224200_s_at	177.4114	P	0.00805664
224201_s_at	8.56459	A	0.850342
224202_at	64.27781	A	0.149658
224203_at	234.8347	A	0.0805664
224204_x_at	302.8442	A	0.246094
224206_x_at	1497.793	P	0.000244141
224207_x_at	293.2008	A	0.334473
224208_at	104.0584	A	0.246094
224209_s_at	68.02998	P	0.000732422
224210_s_at	75.01722	A	0.171387
224211_at	63.12703	A	0.398926
224212_s_at	77.6945	A	0.3266602
224213_at	6.249252	A	0.919434
224214_at	7.980944	A	0.932373
224215_s_at	11.59229	A	0.943848
224216_at	123.6988	P	0.0375977
224217_s_at	1389.891	P	0.0012207
224218_s_at	26.56599	A	0.466064
224219_s_at	4.697073	A	0.870361
224220_x_at	75.59816	A	0.466064
224221_s_at	74.37034	A	0.1247559
224223_s_at	68.91329	A	0.27417
224224_s_at	33.61041	A	0.5
224225_s_at	314.8783	P	0.00292969
224226_at	32.08498	A	0.19458
224227_s_at	161.9445	P	0.0375977
224228_s_at	9.746043	A	0.976074
224229_s_at	57.39672	A	0.5
224230_at	8.457695	A	0.98584
224231_at	45.42093	A	0.696289
224232_s_at	1724.622	P	0.00805664
224233_s_at	191.7002	A	0.0952148
224234_at	9.308553	A	0.962402
224235_at	17.16426	A	0.533936
224236_s_at	15.48742	A	0.72583
224237_at	6.264013	A	0.633789
224238_at	11.49119	A	0.753906
224239_at	154.5964	A	0.27417
224240_s_at	126.4621	P	0.00415039
224241_s_at	82.13141	A	0.129639
224242_at	5.651549	A	0.7993164
224243_at	29.60708	A	0.80542
224244_s_at	66.06643	A	0.5
224245_at	20.92028	A	0.27417
224246_at	4.959197	A	0.919434
224247_s_at	735.55	P	0.000244141
224248_x_at	1986.199	P	0.00585938
224249_at	75.35652	A	0.334473
224250_s_at	8450.149	P	0.000244141
224251_at	28.04899	A	0.80542
224252_s_at	3831.87	P	0.000244141
224253_at	2.26533	A	0.753906
224254_x_at	1081.739	P	0.0375977
224256_at	15.55871	A	0.665527
224257_s_at	31.88573	A	0.466064
224258_at	16.13216	A	0.696289
224259_at	76.76302	A	0.334473
224260_at	40.54944	A	0.398926
224261_at	700.1056	P	0.0302734
224262_at	79.106	A	0.533936
224263_x_at	14.67115	A	0.919434
224264_x_at	18.68161	A	0.962402
224265_s_at	34.89641	A	0.533936
224267_x_at	18.37664	A	0.969727
224268_x_at	17.64263	A	0.919434
224269_at	8.093532	A	0.850342
224270_at	9.927553	A	0.5
224271_x_at	149.3137	A	0.219482
224272_at	27.69748	A	0.366211
224273_at	29.2468	A	0.80542
224274_at	11.68437	A	0.567627
224275_at	32.54702	A	0.567627
224276_at	52.42815	P	0.0185547
224277_at	85.48721	A	0.2661133
224278_at	9.280339	A	0.567627
224279_s_at	3.590533	A	0.6577148
224280_s_at	487.3972	P	0.0375977
224281_s_at	1786.09	P	0.000244141
224282_s_at	26.85129	A	0.888428
224283_x_at	235.0816	A	0.171387
224284_x_at	701.2796	P	0.0375977
224285_at	26.39259	A	0.366211
224286_at	156.8196	A	0.0805664
224287_at	15.62792	A	0.72583
224288_x_at	707.6914	P	0.0375977
224289_s_at	89.49846	A	0.129639
224290_at	8.409048	A	0.567627
224291_at	244.0991	A	0.171387
224292_at	15.51631	A	0.828613
224293_at	12.10666	A	0.888428
224294_at	24.64115	A	0.665527
224295_at	21.18297	A	0.601074
224296_x_at	60.10219	A	0.0805664
224297_s_at	356.9013	A	0.149658
224298_s_at	12.39343	A	0.753906
224299_x_at	85.02295	A	0.533936
224300_x_at	27.63845	A	0.888428
224301_x_at	2760.336	A	0.067627
224302_s_at	5328.522	P	0.000244141
224303_x_at	410.5082	P	0.0461426
224304_x_at	531.1388	P	0.0302734
224305_s_at	55.28634	A	0.466064
224306_at	13.2166	A	0.850342
224307_x_at	110.256	A	0.303711
224308_s_at	489.4357	P	0.000732422
224309_s_at	5279.975	P	0.000244141
224310_s_at	34.00313	A	0.432373
224311_s_at	127.5447	A	0.246094
224312_x_at	633.785	P	0.0107422
224313_at	22.97198	A	0.601074
224314_s_at	262.3445	P	0.0375977
224315_at	269.4863	P	0.00805664
224316_at	177.0194	P	0.00805664
224318_s_at	1554.551	P	0.000244141
224319_s_at	328.7237	P	0.00585938
224320_s_at	545.4845	P	0.000244141
224321_at	2707.017	P	0.000732422
224322_at	29.96671	A	0.19458
224323_s_at	147.088	P	0.0239258
224324_at	3.896097	A	0.633789
224325_at	6.543619	A	0.601074
224326_s_at	64.37149	A	0.129639
224327_s_at	555.2501	P	0.0375977
224328_s_at	135.6155	A	0.19458
224329_s_at	7.97858	A	0.919434
224330_s_at	1617.862	P	0.00195313
224331_s_at	3964.665	P	0.0012207
224332_s_at	1312.622	P	0.000244141
224333_s_at	1410.63	P	0.000732422
224334_s_at	623.7247	P	0.00805664
224335_s_at	27.36141	A	0.72583
224336_s_at	277.8384	A	0.067627
224337_s_at	18.4182	A	0.7470703
224338_s_at	132.8796	A	0.398926
224339_s_at	108.3503	A	0.129639
224340_at	89.54107	P	0.0461426
224341_x_at	120.5569	A	0.09106445
224342_x_at	593.7026	P	0.000244141
224343_x_at	4.334232	A	0.888428
224344_at	8.508826	A	0.870361
224345_x_at	8132.5	P	0.000244141
224346_at	347.7884	P	0.000244141
224347_x_at	86.52094	A	0.171387
224348_s_at	13.42988	A	0.943848
224349_at	7.76006	A	0.780518
224350_at	45.09624	A	0.303711
224351_at	23.75608	A	0.466064
224352_s_at	1321.867	P	0.000244141
224354_at	6.169975	A	0.5256348
224355_s_at	26.29433	A	0.753906
224356_x_at	107.2208	A	0.398926
224357_s_at	19.8528	A	0.780518
224358_s_at	8.264138	A	0.72583
224359_s_at	101.7185	A	0.533936
224360_s_at	30.52355	A	0.780518
224361_s_at	55.44849	A	0.665527
224362_at	28.28935	A	0.067627
224363_at	49.74509	A	0.149658
224364_s_at	4109.944	P	0.000244141
224365_s_at	908.3776	P	0.000244141
224366_s_at	2815.459	P	0.000244141
224367_at	2830.455	P	0.000244141
224368_s_at	235.594	P	0.0239258
224369_s_at	1248.891	P	0.00585938
224370_s_at	93.58286	P	0.0302734
224371_at	149.1214	A	0.567627
224372_at	98453.03	P	0.000244141
224373_s_at	94942.32	P	0.000244141
224374_s_at	80.4297	A	0.567627
224375_at	813.1157	P	0.00195313
224376_s_at	4135.302	P	0.000244141
224377_s_at	2165.017	P	0.000244141
224378_x_at	470.5324	A	0.246094
224379_at	23.74234	A	0.533936
224380_s_at	11.87246	A	0.828613
224383_at	45.50824	A	0.303711
224384_s_at	33.9201	A	0.633789
224385_s_at	26.15594	A	0.780518
224387_at	216.4942	A	0.06518555
224388_s_at	71.54965	A	0.27417
224389_s_at	18.95899	A	0.567627
224390_s_at	85.02995	P	0.0141602
224391_s_at	369.2527	P	0.00292969
224392_s_at	246.6226	P	0.00415039
224393_s_at	18.01914	A	0.822998
224394_at	68.87349	A	0.27417
224395_s_at	3063.401	P	0.00415039
224396_s_at	18.65752	A	0.567627
224397_s_at	6.50138	A	0.919434
224398_at	12.91253	A	0.466064
224399_at	106.4066	A	0.219482
224400_s_at	2.123966	A	0.998047
224401_s_at	7.787485	A	0.850342
224402_s_at	51.18146	A	0.432373
224403_at	10.36673	A	0.696289
224404_s_at	1383.581	P	0.00585938
224405_at	715.1503	P	0.000732422
224406_s_at	733.9029	A	0.149658
224407_s_at	119.5083	A	0.129639
224408_at	28.65174	A	0.533936
224409_s_at	18.37053	A	0.80542
224410_s_at	318.0145	P	0.0375977
224411_at	7.528173	A	0.962402
224412_s_at	40.26351	A	0.366211
224413_s_at	4065.296	P	0.000244141
224414_s_at	1948.63	P	0.00585938
224415_s_at	6335.385	P	0.0012207
224416_s_at	526.313	P	0.00292969
224417_at	189.8301	M	0.0561523
224418_x_at	104.3439	A	0.5
224419_x_at	101.6359	A	0.4912109
224421_x_at	20.70949	A	0.850342
224422_x_at	7.430651	A	0.904785
224423_x_at	15.46718	A	0.432373
224424_x_at	152.6999	P	0.0461426
224425_x_at	67.71246	A	0.303711
224426_s_at	32.91137	A	0.466064
224427_s_at	353.6482	P	0.0302734
224428_s_at	64.32455	A	0.111572
224429_x_at	798.11	A	0.171387
224430_s_at	1797.559	P	0.00195313
224431_s_at	372.8137	A	0.27417
224432_at	288.0657	A	0.19458
224433_s_at	370.6991	M	0.0561523
224434_s_at	566.5906	P	0.00415039
224435_at	723.8067	P	0.000732422
224436_s_at	2579.131	P	0.000244141
224437_s_at	2004.602	P	0.000244141
224438_at	88.19035	A	0.246094
224439_x_at	4110.941	P	0.000244141
224441_s_at	198.9694	P	0.0107422
224442_at	34.69587	A	0.171387
224443_at	358.44	P	0.00195313
224444_s_at	2982.855	P	0.000244141
224445_s_at	894.2476	P	0.0302734
224446_at	1757.682	P	0.000244141
224447_s_at	3059.682	P	0.000244141
224448_s_at	2514.8	P	0.000244141
224449_at	59.99954	A	0.466064
224450_s_at	701.673	P	0.00195313
224451_x_at	741.1923	P	0.000244141
224452_s_at	1188.394	P	0.0012207
224453_s_at	272.9489	P	0.000244141
224454_at	234.9339	P	0.0107422
224455_s_at	529.9464	P	0.00805664
224456_s_at	12.98839	A	0.780518
224457_at	72.74532	A	0.334473
224458_at	38.57906	A	0.533936
224459_at	32.27689	A	0.5
224460_s_at	72.01511	A	0.334473
224461_s_at	413.8651	P	0.0141602
224462_s_at	206.068	A	0.303711
224463_s_at	74.87079	A	0.246094
224464_s_at	2918.23	P	0.0375977
224465_s_at	425.5075	A	0.111572
224466_s_at	16.76131	A	0.976074
224467_s_at	1115.59	P	0.000244141
224468_s_at	413.3905	A	0.129639
224469_s_at	159.2135	A	0.19458
224470_at	13.17072	A	0.80542
224471_s_at	245.1009	P	0.00195313
224472_x_at	3197.44	P	0.0012207
224473_x_at	246.0501	A	0.19458
224474_x_at	671.1799	P	0.000244141
224475_at	168.377	A	0.398926
224476_s_at	414.6864	A	0.19458
224477_s_at	459.6391	P	0.0185547
224478_s_at	548.6575	A	0.0805664
224479_s_at	1104.886	P	0.00805664
224480_s_at	30.32117	A	0.432373
224481_s_at	2542.105	P	0.000244141
224482_s_at	5.156003	A	0.828613
224483_s_at	4.704117	A	0.888428
224484_s_at	206.4572	P	0.0185547
224485_s_at	29.77732	A	0.919434
224486_s_at	292.4438	A	0.111572
224487_at	21.04732	A	0.366211
224488_s_at	36.53811	A	0.366211
224489_at	183.6401	P	0.0375977
224490_s_at	82.13657	A	0.246094
224491_at	123.0642	A	0.366211
224492_s_at	924.6188	P	0.00415039
224493_x_at	954.0342	P	0.00805664
224494_x_at	17.86473	A	0.601074
224495_at	33.10173	A	0.567627
224496_s_at	190.2848	P	0.0141602
224497_x_at	15.60285	A	0.665527
224498_x_at	17.23111	A	0.80542
224499_s_at	6.64569	A	0.870361
224500_s_at	518.6967	P	0.00805664
224501_at	17.15162	A	0.9848633
224502_s_at	7388.193	P	0.000244141
